impression_id,user_id,baseline_top_news_id,baseline_top_title,baseline_top_category,baseline_top_click_label,baseline_top_baseline_score,baseline_top_informative_score,baseline_top_article_score,baseline_top_rank_under_informative,informative_top_news_id,informative_top_title,informative_top_category,informative_top_click_label,informative_top_baseline_score,informative_top_informative_score,informative_top_article_score,informative_top_rank_under_baseline,article_score_gain_informative_top_minus_baseline_top,rank_flip_strength,informative_picked_more_informative_article
18557,U78292,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,0,0.18442772328853607,0.08177533745765686,0.7281,2,N7618,Ford v Ferrari: the real story,autos,0,0.15256460011005402,0.08310668170452118,0.9722,2,0.24409999999999998,2,1
27698,U76011,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,0,0.1416543573141098,0.053918976336717606,0.7281,2,N7618,Ford v Ferrari: the real story,autos,0,0.13011173903942108,0.06559139490127563,0.9722,2,0.24409999999999998,2,1
35629,U92405,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,1,0.12255045771598816,0.0740857943892479,0.7281,2,N7618,Ford v Ferrari: the real story,autos,0,0.09379379451274872,0.07686964422464371,0.9722,2,0.24409999999999998,2,1
36780,U10912,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,0,0.19330157339572906,0.08669306337833405,0.7281,2,N7618,Ford v Ferrari: the real story,autos,0,0.16193872690200806,0.08763787150382996,0.9722,2,0.24409999999999998,2,1
42324,U72725,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,0,0.183310866355896,0.09496109932661057,0.7281,2,N7618,Ford v Ferrari: the real story,autos,0,0.17667162418365479,0.10258954763412476,0.9722,2,0.24409999999999998,2,1
57050,U76373,N46749,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,tv,0,0.0955074205994606,0.052484601736068726,0.5555,2,N42844,Survivor Contestants Missy Byrd and Elizabeth Beisel Apologize For Their Actions,tv,0,0.09463474154472351,0.05883603170514107,0.7996,2,0.24409999999999998,2,1
71320,U47234,N19611,Ford v Ferrari: the forgotten car at the heart of the Le Mans '66 clash,autos,1,0.15066590905189514,0.05810350924730301,0.7281,2,N7618,Ford v Ferrari: the real story,autos,0,0.14113719761371613,0.06199658289551735,0.9722,2,0.24409999999999998,2,1
19305,U87152,N39456,Report: Ben Cherington accepts Pirates GM position,sports,0,0.09526846557855606,0.05919945240020752,0.6401,2,N31141,Pittsburgh Steelers quarterback Mason Rudolph on 'TNF' incident: 'I thought it was pretty cowardly',sports,0,0.05880596488714218,0.06081895902752876,0.8828,6,0.24270000000000003,6,1
44151,U39235,N40982,11 Regional Thanksgiving Recipes That Food Bloggers Swear By,foodanddrink,0,0.09805954247713089,0.052037011831998825,0.7235,2,N32986,This is the worst day to shop for Thanksgiving dinner,foodanddrink,0,0.07849280536174774,0.05526632070541382,0.9639,3,0.24039999999999995,3,1
32143,U5747,N39456,Report: Ben Cherington accepts Pirates GM position,sports,0,0.1199834868311882,0.06105688214302063,0.6401,3,N57818,"Sign-stealing penalties could be ""unlike anything seen in the sport's recent history""",sports,0,0.09036015719175339,0.07653813064098358,0.8802,3,0.24009999999999998,4,1
70793,U50601,N24963,"Here's what it's like to live at the top of the second-tallest apartment building in the world for less than $1,400 a month",finance,1,0.09036644548177719,0.02585679292678833,0.6972,3,N13408,Raise Billions From Billionaires? Tax Experts Say It's Not That Simple,finance,0,0.0527237169444561,0.026637185364961624,0.9373,3,0.24009999999999998,4,1
21507,U31274,N40982,11 Regional Thanksgiving Recipes That Food Bloggers Swear By,foodanddrink,1,0.07980459928512573,0.038262542337179184,0.7235,3,N6950,I Overate at Dinner Until I Started Doing This 1 Simple Thing on Sundays (It Takes 10 Minutes!),health,0,0.07615722715854645,0.06378244608640671,0.9623,2,0.2388,3,1
23401,U91607,N25064,Excited puppy totally loses it when owner arrives home,video,1,0.2090851217508316,0.03162088617682457,0.7262,4,N9284,"Prince Harry and Prince William's Rift Is ""One of the Main Reasons"" the Sussexes Are Skipping Royal Christmas",lifestyle,0,0.12300176173448563,0.048554759472608566,0.9624,3,0.23620000000000008,5,1
